names,projected,actual,position
Brandin Cooks,9.8,3.0,WR
Brandon Allen,,0.0,QB
Brandon Bogotay,,0.0,K
Brandon Bolden,,1.0,RB
Brandon Bostick,,0.0,TE
Brandon Coleman,1.8,1.0,WR
Brandon Doughty,,0.0,QB
Brandon Gibson,,0.0,WR
Brandon LaFell,4.3,4.0,WR
Brandon Marshall,8.8,14.0,WR
Brandon McManus,7.2,9.0,K
Brandon Myers,,0.0,TE
Brandon Pettigrew,,0.0,TE
Brandon Tate,,0.0,WR
Brandon Weeden,,0.0,QB
Brandon Williams,,0.0,TE
Breshad Perriman,4.5,2.0,WR
Brian Hartline,,0.0,WR
Brian Hoyer,13.8,20.0,QB
Brian Leonhardt,,0.0,TE
Brian Quick,2.6,18.0,WR
Brice Butler,4.4,10.0,WR
Brock Osweiler,13.2,15.0,QB
Broncos D/ST,9.5,16.0,DST
Browns D/ST,6.0,4.0,DST
Bruce Gradkowski,,0.0,QB
Bruce Miller,,0.0,TE
Bryan Walters,,0.0,WR
Bryce Brown,,0.0,RB
Bryce Petty,,0.0,QB
Buccaneers D/ST,7.1,4.0,DST
Busta Anderson,,0.0,TE
C.J. Anderson,13.1,10.0,RB
C.J. Fiedorowicz,,10.0,TE
C.J. Spiller,,7.0,RB
C.J. Uzomah,5.9,4.0,TE
Cairo Santos,7.3,1.0,K
Calvin Johnson,,0.0,WR
Cam Newton,20.4,15.0,QB
Cameron Artis-Payne,8.5,1.0,RB
Cameron Brate,3.6,6.0,TE
Cameron Meredith,,2.0,WR
Cardale Jones,,0.0,QB
Cardinals D/ST,10.3,7.0,DST
Carlos Hyde,11.3,13.0,RB
Carson Palmer,16.2,11.0,QB
Case Keenum,8.6,17.0,QB
Cecil Shorts III,,0.0,WR
Cedric Peerman,,0.0,RB
Chad Henne,,0.0,QB
Chandler Catanzaro,8.2,7.0,K
Chargers D/ST,3.5,5.0,DST
Charles Clay,4.6,4.0,TE
Charles Johnson,2.9,7.0,WR
Charles Sims,9.0,0.0,RB
Charlie Whitehurst,,0.0,QB
Charone Peake,,9.0,WR
Chase Coffman,,0.0,TE
Chase Ford,,0.0,TE
Chase Reynolds,,0.0,RB
Chester Rogers,1.9,3.0,WR
Chiefs D/ST,5.8,-4.0,DST
Chris Boswell,8.0,5.0,K
Chris Conley,4.1,7.0,WR
Chris Gragg,,0.0,TE
Chris Hogan,3.4,0.0,WR
Chris Ivory,7.1,2.0,RB
Chris Johnson,2.9,3.0,RB
Chris Manhertz,,0.0,TE
Chris Polk,,0.0,RB
Chris Thompson,4.3,9.0,RB
Christian Hackenberg,,0.0,QB
Christian Ponder,,0.0,QB
Christine Michael,9.8,14.0,RB
Clark Harris,,0.0,TE
Clay Harbor,,0.0,TE
Clive Walford,4.6,2.0,TE
Coby Fleener,7.5,1.0,TE
Cody Kessler,12.8,10.0,QB
Cody Parkey,6.4,11.0,K
Cole Beasley,6.8,6.0,WR
Cole Wick,,0.0,TE
Colin Kaepernick,,0.0,QB
Colt McCoy,,0.0,QB
Colts D/ST,8.0,2.0,DST
Connor Barth,7.4,4.0,K
Connor Cook,,0.0,QB
Connor Shaw,,0.0,QB
Cooper Helfet,,0.0,TE
Cordarrelle Patterson,,3.0,WR
Corey Brown,3.1,10.0,WR
Cory Harkey,,0.0,RB
Cowboys D/ST,5.4,6.0,DST
Craig Stevens,,0.0,TE
Crockett Gillmore,,1.0,TE
Cyrus Gray,,0.0,RB
D.J. Williams,,0.0,TE
Dak Prescott,15.3,17.0,QB
Dan Bailey,8.3,5.0,K
Dan Carpenter,6.5,11.0,K
Dan LeFevour,,0.0,QB
Dan Orlovsky,,0.0,QB
Dan Vitale,,0.0,TE
Danario Alexander,,0.0,WR
Daniel Fells,,0.0,TE
Daniel Herron,,0.0,RB
Daniel Lasco,,1.0,RB
Daniel Thomas,,0.0,RB
Danny Amendola,,0.0,WR
Danny Woodhead,,0.0,RB
Darrel Young,,0.0,RB
Darren Fells,2.3,0.0,TE
Darren McFadden,,0.0,RB
Darren Waller,,0.0,TE
Darrius Heyward-Bey,,9.0,WR
Daryl Richardson,,0.0,RB
David Ausberry,,0.0,TE
David Fales,,0.0,QB
David Johnson,14.1,2.0,TE
David Morgan II,,0.0,TE
DeAndre Hopkins,11.0,,
DeAndre Washington,3.1,2.0,RB
DeAngelo Williams,2.9,6.0,RB
DeMarco Murray,10.2,23.0,RB
DeSean Jackson,9.0,0.0,WR
DeVante Parker,6.8,2.0,WR
Delanie Walker,6.8,3.0,TE
Demaryius Thomas,8.5,15.0,WR
Demetrius Harris,,1.0,TE
Denard Robinson,,0.0,RB
Denarius Moore,,0.0,WR
Dennis Pitta,7.2,1.0,TE
Derek Anderson,,12.0,QB
Derek Carr,14.1,23.0,QB
Derek Carrier,,0.0,TE
Derek Hagan,,0.0,WR
Derrick Coleman,,0.0,RB
Derrick Henry,3.9,,
Devin Funchess,3.3,5.0,WR
Devin Hester,,0.0,WR
Devonta Freeman,8.9,11.0,RB
Devontae Booker,3.2,3.0,RB
Dexter McCluster,3.2,0.0,RB
Dez Bryant,,0.0,WR
Dion Lewis,,0.0,RB
Dion Sims,3.1,0.0,TE
Dolphins D/ST,5.3,0.0,DST
Dominique Jones,,0.0,TE
Donald Brown,,0.0,RB
Dontrelle Inman,4.7,18.0,WR
Doug Baldwin,8.4,5.0,WR
Doug Martin,,0.0,RB
Drew Brees,19.2,12.0,QB
Drew Stanton,,-3.0,QB
Dri Archer,,0.0,RB
DuJuan Harris,,0.0,RB
Duke Johnson Jr.,7.6,5.0,RB
Dustin Hopkins,8.3,8.0,K
Dustin Vaughan,,0.0,QB
Dwayne Allen,6.6,2.0,TE
Dwayne Bowe,,0.0,WR
Dwayne Washington,6.9,,
Dylan Thompson,,0.0,QB
E.J. Bibbs,,0.0,TE
EJ Manuel,,0.0,QB
Ed Dickson,,1.0,TE
Eddie Royal,4.5,17.0,WR
Eli Manning,15.0,8.0,QB
Emmanuel Sanders,9.4,14.0,WR
Eric Decker,,0.0,WR
Eric Ebron,6.1,4.0,TE
Eric Weems,,0.0,WR
Ezekiel Elliott,13.5,20.0,RB
Falcons D/ST,6.3,9.0,DST
Fozzy Whittaker,4.5,8.0,RB
Frank Gore,10.4,14.0,RB
Fred Davis,,0.0,TE
Fred Jackson,,0.0,RB
Garrett Celek,4.4,7.0,TE
Garrett Graham,,0.0,TE
Garrett Grayson,,0.0,QB
Garrett Hartley,,0.0,K
Gary Barnidge,5.8,5.0,TE
Gavin Escobar,,0.0,TE
Geno Smith,,0.0,QB
Geoff Swaim,,0.0,TE
George Winn,,0.0,RB
Gerald Christian,,0.0,TE
Giants D/ST,6.0,-1.0,DST
Giovani Bernard,7.0,3.0,RB
Golden Tate,6.9,2.0,WR
Graham Gano,8.0,7.0,K
Greg Jennings,,0.0,WR
Greg Little,,0.0,WR
Greg Olsen,9.0,15.0,TE
Greg Salas,,0.0,WR
Greg Scruggs,,0.0,TE
Greg Zuerlein,5.2,5.0,K
Hakeem Nicks,,0.0,WR
Harry Douglas,,0.0,WR
Hunter Henry,6.5,12.0,TE
Ifeanyi Momah,,0.0,TE
Isaiah Crowell,8.5,20.0,RB
Isaiah Pead,,0.0,RB
J.J. Nelson,,2.0,WR
Jace Amaro,,0.0,TE
Jack Doyle,4.2,0.0,TE
Jacob Tamme,4.5,6.0,TE
Jacoby Brissett,15.6,8.0,QB
Jacoby Jones,,0.0,WR
Jacquizz Rodgers,2.8,2.0,RB
Jaelen Strong,3.2,3.0,WR
Jaguars D/ST,7.3,10.0,DST
Jake Rudock,,0.0,QB
Jake Stoneburner,,0.0,TE
Jalen Richard,3.2,1.0,RB
Jamaal Charles,5.7,0.0,RB
Jameis Winston,13.3,10.0,QB
James Casey,,0.0,TE
James Develin,,0.0,RB
James Hanna,,0.0,TE
James Jones,,0.0,WR
James O'Shaughnessy,,0.0,TE
James White,4.3,6.0,RB
Jamison Crowder,7.2,2.0,WR
Jamize Olawale,,0.0,RB
Jared Goff,,0.0,QB
Jaron Brown,1.9,,
Jarvis Landry,9.1,6.0,WR
Jason Avant,,0.0,WR
Jason Myers,7.6,14.0,K
Jason Witten,5.9,4.0,TE
Javorius Allen,6.9,2.0,RB
Jay Ajayi,3.4,4.0,RB
Jay Cutler,,0.0,QB
Jeff Cumberland,,0.0,TE
Jeff Driskel,,0.0,QB
Jeff Heuerman,1.7,1.0,TE
Jerell Adams,,0.0,TE
Jeremy Hill,9.8,7.0,RB
Jeremy Kerley,6.4,14.0,WR
Jeremy Maclin,9.0,7.0,WR
Jeremy Ross,,0.0,WR
Jerick McKinnon,9.4,15.0,RB
Jermaine Gresham,,0.0,TE
Jermaine Kearse,4.5,2.0,WR
Jerome Cunningham,,0.0,TE
Jerome Felton,,0.0,RB
Jerome Simpson,,0.0,WR
Jerricho Cotchery,,0.0,WR
Jerrod Johnson,,0.0,QB
Jesse James,5.2,7.0,TE
Jets D/ST,7.6,1.0,DST
Jim Dray,,0.0,TE
Jimmy Clausen,,0.0,QB
Jimmy Garoppolo,,0.0,QB
Jimmy Graham,6.4,11.0,TE
Joe Banyard,,0.0,RB
Joe Flacco,15.8,21.0,QB
Joe Morgan,,0.0,WR
Joe Webb,,0.0,QB
John Brown,5.8,14.0,WR
John Kuhn,,18.0,RB
John Phillips,1.9,0.0,TE
Johnny Manziel,,0.0,QB
Joique Bell,4.5,0.0,RB
Jonas Gray,,0.0,RB
Jonathan Grimes,,0.0,RB
Jonathan Stewart,,0.0,RB
Jordan Cameron,,0.0,TE
Jordan Gay,,0.0,K
Jordan Howard,10.5,13.0,RB
Jordan Norwood,1.8,2.0,WR
Jordan Reed,8.9,19.0,TE
Jordan Todman,,0.0,RB
Jorvorskie Lane,,0.0,RB
Josh Brown,7.5,5.0,K
Josh Ferguson,1.8,3.0,RB
Josh Freeman,,0.0,QB
Josh Hill,,0.0,TE
Josh Javon Johnson,,0.0,QB
Josh Lambo,8.4,11.0,K
Josh McCown,,0.0,QB
Josh Scobee,,0.0,K
Joshua Cribbs,,0.0,WR
Julian Edelman,6.5,1.0,WR
Julio Jones,11.9,36.0,WR
Julius Thomas,,0.0,TE
Justice Cunningham,,0.0,TE
Justin Forsett,,0.0,RB
Justin Tucker,8.7,8.0,K
Ka'Deem Carey,,0.0,RB
Kai Forbath,,0.0,K
Kapri Bibbs,,1.0,RB
Keith Wenning,,0.0,QB
Kellen Clemens,,0.0,QB
Kellen Davis,,0.0,TE
Kellen Moore,,0.0,QB
Kellen Winslow,,0.0,TE
Kelvin Benjamin,8.6,9.0,WR
Kendall Gaskins,,0.0,RB
Kendall Hunter,,0.0,RB
Kendall Wright,2.6,1.0,WR
Kenny Britt,6.1,8.0,WR
Kenny Stills,6.3,13.0,WR
Kenyan Drake,4.2,1.0,RB
Kerwynn Williams,,0.0,RB
Kevin Hogan,,0.0,QB
Kevin Ogletree,,0.0,WR
Kevin White,7.0,5.0,WR
Khari Lee,,0.0,TE
Khiry Robinson,,0.0,RB
Kirk Cousins,17.8,17.0,QB
Knile Davis,,1.0,RB
Kyle Brindza,,0.0,K
Kyle Juszczyk,1.7,5.0,RB
Kyle Rudolph,6.1,11.0,TE
Kyle Williams,,0.0,WR
LaMike James,,0.0,RB
Lache Seastrunk,,0.0,RB
Ladarius Green,,0.0,TE
Lamar Miller,16.1,10.0,RB
Lance Dunbar,,1.0,RB
Lance Kendricks,2.7,5.0,TE
Lance Moore,,0.0,WR
Landry Jones,,0.0,QB
Larry Donnell,3.3,0.0,TE
Larry Fitzgerald,9.3,6.0,WR
Latavius Murray,7.8,1.0,RB
Le'Veon Bell,15.3,17.0,RB
LeGarrette Blount,13.3,5.0,RB
LeSean McCoy,11.9,16.0,RB
Lee Smith,,0.0,TE
Leonard Hankerson,,0.0,WR
Levine Toilolo,,0.0,TE
Lions D/ST,6.0,6.0,DST
Logan Paulsen,,1.0,TE
Logan Thomas,,0.0,QB
Louis Murphy,,0.0,WR
Lucky Whitehead,1.8,,
Luke McCown,,0.0,QB
Luke Stocker,,0.0,TE
Luke Willson,,0.0,TE
MarQueis Gray,,0.0,TE
Marc Mariani,,0.0,WR
Marcedes Lewis,4.9,1.0,TE
Marcel Jensen,,0.0,TE
Marcel Reece,,0.0,RB
Marcus Easley,,0.0,WR
Marcus Mariota,13.5,8.0,QB
Marcus Thigpen,,0.0,RB
Mark Ingram,13.1,15.0,RB
Mark Sanchez,,0.0,QB
Markus Wheaton,4.6,11.0,WR
Marlon Moore,,0.0,WR
Marqise Lee,5.7,2.0,WR
Marques Colston,,0.0,WR
Marquise Goodwin,5.4,1.0,WR
Marshawn Lynch,,0.0,RB
Martellus Bennett,3.6,10.0,TE
Marvin Jones,12.1,7.0,WR
Matt Asiata,5.2,7.0,RB
Matt Barkley,,0.0,QB
Matt Blanchard,,0.0,QB
Matt Bryant,8.0,14.0,K
Matt Cassel,,0.0,QB
Matt Flynn,,0.0,QB
Matt Forte,10.5,3.0,RB
Matt Jones,9.9,19.0,RB
Matt McGloin,,0.0,QB
Matt Moore,,0.0,QB
Matt Prater,8.1,8.0,K
Matt Ryan,13.5,35.0,QB
Matt Schaub,,0.0,QB
Matt Simms,,0.0,QB
Matt Spaeth,,0.0,TE
Matthew Mulligan,,0.0,TE
Matthew Slater,,0.0,WR
Matthew Stafford,17.9,7.0,QB
Maxx Williams,,0.0,TE
Melvin Gordon,13.6,17.0,RB
Michael Crabtree,7.3,26.0,WR
Michael Floyd,7.6,9.0,WR
Michael Hoomanawanui,,0.0,TE
Michael Thomas,6.2,10.0,WR
Michael Williams,,0.0,TE
Mike Evans,10.0,5.0,WR
Mike Gillislee,,4.0,RB
Mike Glennon,,0.0,QB
Mike James,,0.0,RB
Mike Nugent,7.8,19.0,K
Mike Tolbert,2.2,0.0,RB
Mike Vick,,0.0,QB
Mike Wallace,6.3,6.0,WR
Mike Williams,,0.0,WR
Mohamed Sanu,5.8,2.0,WR
MyCole Pruitt,,0.0,TE
Mychal Rivera,,0.0,TE
Nate Sudfeld,,0.0,QB
Nate Washington,,0.0,WR
Neal Sterling,,1.0,TE
Nic Jacobs,,0.0,TE
Nick Boyle,,0.0,TE
Nick Foles,,0.0,QB
Nick Folk,6.7,5.0,K
Nick Novak,8.0,11.0,K
Nick O'Leary,,2.0,TE
Nick Vannett,,0.0,TE
Niles Paul,,0.0,TE
Odell Beckham Jr.,11.9,2.0,WR
Orleans Darkwa,7.7,10.0,RB
Orson Charles,,0.0,TE
Owen Daniels,,0.0,TE
PLAYER,0.0,,
Panthers D/ST,8.1,-1.0,DST
Patrick DiMarco,,1.0,RB
Patrick Murray,,0.0,K
Patriots D/ST,7.2,2.0,DST
Paul Perkins,,7.0,RB
Paul Richardson,,2.0,WR
Paxton Lynch,,10.0,QB
Percy Harvin,,0.0,WR
Phil Dawson,7.4,5.0,K
Philip Rivers,19.2,18.0,QB
Phillip Dorsett,6.3,12.0,WR
Phillip Supernaw,,0.0,TE
Pierre Garcon,7.0,3.0,WR
Pierre Thomas,,0.0,RB
Quincy Enunwa,6.4,6.0,WR
Quinton Patton,5.4,1.0,WR
RaShaun Allen,,0.0,TE
Raiders D/ST,6.6,1.0,DST
Rams D/ST,7.2,13.0,DST
Randall Telfer,,0.0,TE
Randy Bullock,,0.0,K
Rashad Greene,2.1,,
Rashad Jennings,,0.0,RB
Ravens D/ST,6.4,3.0,DST
Redskins D/ST,6.7,6.0,DST
Reggie Bush,,0.0,RB
Rex Burkhead,,0.0,RB
Rhett Ellison,,0.0,TE
Ricardo Lockette,,0.0,WR
Ricardo Louis,2.6,2.0,WR
Richie Brockel,,0.0,TE
Rico Darnell Gathers,,0.0,TE
Rishard Matthews,5.1,8.0,WR
Rob Gronkowski,8.1,1.0,TE
Rob Housler,,0.0,TE
Robbie Gould,,0.0,K
Robby Anderson,4.1,1.0,WR
Robert Griffin III,,0.0,QB
Robert Turbin,1.8,0.0,RB
Robert Woods,7.0,8.0,WR
Roberto Aguayo,7.4,1.0,K
Roddy White,,0.0,WR
Ronnie Hillman,,0.0,RB
Roy Helu Jr.,,0.0,RB
Russell Wilson,16.2,24.0,QB
Ryan Fitzpatrick,12.5,8.0,QB
Ryan Griffin,3.2,5.0,TE
Ryan Lindley,,0.0,QB
Ryan Mallett,,0.0,QB
Ryan Nassib,,0.0,QB
Ryan Succop,6.1,9.0,K
Ryan Tannehill,12.9,7.0,QB
Ryan Williams,,0.0,RB
Saints D/ST,4.1,8.0,DST
Sam Bradford,11.6,14.0,QB
Sammie Coates,6.3,7.0,WR
Scott Chandler,,0.0,TE
Scott Tolzien,,0.0,QB
Seahawks D/ST,7.6,11.0,DST
Sean Mannion,,0.0,QB
Sean McGrath,,0.0,TE
Sean Renfree,,0.0,QB
Sebastian Janikowski,7.1,4.0,K
Seth DeValve,,0.0,TE
Seth Roberts,3.2,7.0,WR
Shane Vereen,,0.0,RB
Shaun Draughn,5.3,0.0,RB
Shaun Hill,,0.0,QB
Shaun Suisham,,0.0,K
Shayne Graham,,0.0,K
Spencer Ware,10.5,7.0,RB
Steelers D/ST,5.7,8.0,DST
Stefon Diggs,8.9,4.0,WR
Stepfan Taylor,,0.0,RB
Stephen Gostkowski,9.4,-1.0,K
Stephen Morris,,0.0,QB
Sterling Shepard,7.5,3.0,WR
Stevan Ridley,,0.0,RB
Steve Smith Sr.,8.0,17.0,WR
Steven Hauschka,7.8,11.0,K
Steven Jackson,,0.0,RB
Steven Miller,,0.0,RB
Stevie Johnson,,0.0,WR
Storm Johnson,,0.0,RB
T.J. Yates,,0.0,QB
T.J. Yeldon,6.6,11.0,RB
T.Y. Hilton,10.1,10.0,WR
Taiwan Jones,,0.0,RB
Tajae Sharpe,5.7,1.0,WR
Tajh Boyd,,0.0,QB
Tanner McEvoy,,10.0,WR
Tarvaris Jackson,,0.0,QB
Tavon Austin,6.3,1.0,WR
Taylor Gabriel,2.7,4.0,WR
Taylor Heinicke,,0.0,QB
Ted Ginn Jr.,3.4,1.0,WR
Teddy Bridgewater,,0.0,QB
Temarrick Hemingway,,0.0,TE
Terrance West,9.6,17.0,RB
Terrance Williams,5.7,10.0,WR
Terrelle Pryor,8.6,10.0,WR
Tevin Coleman,7.3,2.0,RB
Texans D/ST,8.9,9.0,DST
Thaddeus Lewis,,0.0,QB
Theo Riddick,9.4,5.0,RB
Thomas Duarte,,0.0,TE
Tim Hightower,3.1,1.0,RB
Timothy Wright,,0.0,TE
Titans D/ST,6.1,4.0,DST
Toby Gerhart,,0.0,RB
Todd Gurley,11.4,7.0,RB
Tom Brady,,0.0,QB
Tom Savage,,0.0,QB
Tommy Bohanon,,0.0,RB
Tommylee Lewis,,1.0,WR
Tony Moeaki,,0.0,TE
Tony Romo,,0.0,QB
Torrey Smith,6.7,0.0,WR
Travaris Cadet,3.9,0.0,RB
Travis Benjamin,10.2,2.0,WR
Travis Coons,,0.0,K
Travis Kelce,7.8,8.0,TE
Tre Mason,,0.0,RB
Trent Richardson,,0.0,RB
Trevone Boykin,,0.0,QB
Trevor Siemian,13.6,6.0,QB
Troy Niklas,,0.0,TE
Tyler Boyd,4.3,1.0,WR
Tyler Bray,,0.0,QB
Tyler Clutts,,0.0,RB
Tyler Eifert,,0.0,TE
Tyler Gaffney,,0.0,RB
Tyler Higbee,,0.0,TE
Tyler Kroft,,0.0,TE
Tyler Lockett,5.8,1.0,WR
Tyreek Hill,,8.0,WR
Tyrell Williams,8.7,4.0,WR
Tyrod Taylor,15.2,15.0,QB
Vance McDonald,,0.0,TE
Vernon Davis,1.8,0.0,TE
Vick Ballard,,0.0,RB
Victor Cruz,5.5,5.0,WR
Vikings D/ST,6.6,7.0,DST
Vincent Brown,,0.0,WR
Vincent Jackson,4.6,3.0,WR
Virgil Green,,0.0,TE
Walter Powell,4.3,2.0,WR
Wes Saxton,,0.0,TE
Wes Welker,,0.0,WR
Wil Lutz,7.0,5.0,K
Will Fuller V,8.0,20.0,WR
Will Johnson,,0.0,RB
Will Tye,3.3,4.0,TE
Willie Snead,9.1,2.0,WR
Xavier Grimble,,1.0,TE
Zac Dysert,,0.0,QB
Zac Stacy,,0.0,RB
Zach Hocker,,0.0,K
Zach Line,,0.0,RB
Zach Mettenberger,,0.0,QB
Zach Miller,5.8,9.0,TE
Zach Sudfeld,,0.0,TE
Zach Zenner,,3.0,RB
